Text	Date	Favorites	Retweets	Tweet_ID
"""@mikiebarb:"" Ένας σχεδόν αδύνατος δρόμος για την υποψηφιότητα του GOP ""για τον Rubio, λέει ο @apalmerdc: http://www.politico.com/story/2016/03/marco-rubio-super-tuesday-2016-220085#ixzz41iZ9u7clhttp : //www.politico.com/story/2016/03/marco-rubio-super-tuesday-2016-220085Ã¥ÃŠâ € ^^Ã ›_ â € Ã› _ "" "	3/2/16 7:22	5449	1766	7.05005e+17
"""@danpfeiffer: Προς ρεκόρ, οι περισσότεροι Δημοκρατικοί θα αντιμετώπιζαν μάλλον τον Κρουζ από τον Τραμπ"" Αλήθεια! "	3/2/16 7:16	8617	2569	7.05004e+17
Ευχαριστώ Βερμόντ! # Τραμπ2016  #Τέλεια Τρίτη 	3/2/16 0:06	13999	3925	7.04896e+17
Ευχαριστώ Αρκάνσας! # Τραμπ2016  #Τέλεια Τρίτη 	3/1/16 23:05	16409	4910	7.0488e+17
Ευχαριστώ Βιρτζίνια! # Τραμπ2016  #Τέλεια Τρίτη 	3/1/16 20:49	20038	6919	7.04846e+17
Ευχαριστώ Αλαμπάμα! # Τραμπ2016  #Τέλεια Τρίτη 	3/1/16 20:02	20174	6876	7.04834e+17
Ευχαριστώ Tennessee! # Τραμπ2016  #Τέλεια Τρίτη 	3/1/16 20:02	20394	7190	7.04834e+17
Ευχαριστώ Μασαχουσέτη! # Trump2016 #SuperTuesday 	3/1/16 20:01	20837	7320	7.04834e+17
Ευχαριστώ Γεωργία!  #SuperTuesday # Trump2016 	3/1/16 19:01	21786	7910	7.04819e+17
Ουάου! Ευχαριστώ Λούισβιλ, Κεντάκι!  #VoteTrump στις 3/5/2016! Ας #MakeAmericaGreatAgain!  https://www.facebook.com/DonaldTrump/posts/10156706347280725:0Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/xFwWRrro3l 	3/1/16 17:18	12217	4156	7.04793e+17
Ας πάμε στην Αμερική! Βγείτε & #VoteTrump! # Τραμπ2016  #MakeAmericaGreatAgain!  #SuperTuesday https://www.facebook.com/DonaldTrump/videos/10156703438065725/Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/rGanPzZHmS 	3/1/16 15:43	11698	4536	7.04769e+17
ΚΑΝΕΤΕ ΤΗΝ ΑΜΕΡΙΚΗ ΜΕΓΑΛΥΤΕΡΗ ΑΠΟ! 	3/1/16 14:52	31677	18850	7.04756e+17
Ευχαριστώ Columbus, Ohio! Pic.twitter.com/D0tok8j6jj 	3/1/16 14:34	11970	3689	7.04752e+17
Οι άνθρωποι της Νότιας Καρολίνας ντρέπονται από τη Νίκη Χάλι! 	3/1/16 14:33	10413	3340	7.04751e+17
Έλαβε την έγκριση του Brian France και του @NASCAR χθες στη Γεωργία. Επίσης, πολλοί από τους σπουδαίους οδηγούς σπορ. Ευχαριστώ Nascar και Georgia! 	3/1/16 6:15	13449	4230	7.04626e+17
Ευχαριστώ Γεωργία! 15.000 καταπληκτικοί υποστηρικτές απόψε! Όλοι βγαίνουν & #VoteTrump αύριο! # SuperTuesdaypic.twitter.com / jNA5YON6hA 	2/29/16 20:43	14188	5116	7.04482e+17
Μεγάλα νέα - Ο πρώην δήμαρχος του Ντάλλας, Tom Leppert, μόλις με ενέκρινε! Ευχαριστώ! Αύριο είναι μια μεγάλη μέρα - ΨΗΦΟΦΟΡΙΑ! #VoteTrump #SuperTuesday 	2/29/16 20:40	14370	5157	7.04481e+17
Ευχαριστώ Brian France, Bill Elliott, @chaseelliott, @DavidRagan και @RyanJNewman! #NASCAR # Trump2016 #VoteTrumphttp: //youtu.be/DtUoQiKIJ7EÃ¥ÃŠ 	2/29/16 19:39	9256	3380	7.04466e+17
Διαφήμιση του Phony Rubio. Θα μπορούσα να είμαι εγκατεστημένος, αλλά δεν θα είναι από αρχή! Δείτε έρευνες μαθητών. https://www.donaldjtrump.com/press-releases/donald-j.-trump-demands-retactions-of-misleading-ads-produced-by-marco-rubiÃ¥ÃŠâ € ^^Ã›_ 	2/29/16 17:59	8186	2902	7.04441e+17
Το Πανεπιστήμιο Trump έχει βαθμολογία έγκρισης 98%. Θα μπορούσα να είχα διευθετήσει, αλλά δεν θα ήταν κατ 'αρχήν! 	2/29/16 17:48	9961	3146	7.04438e+17
Ευχαριστώ Βιρτζίνια! 15.000 καταπληκτικοί υποστηρικτές! Όλοι βγαίνουν και #VoteTrump αύριο! Pic.twitter.com/Zg0OhOdtkV 	2/29/16 14:46	14270	5109	7.04392e+17
Η σύζυγός μου @MELANIATRUMP θα έρθει στο @andersoncooper @ AC360 απόψε στις 8μμ στο @CNN. Απολαύστε! Pic.twitter.com/aTIXHgK32N 	2/29/16 13:57	10506	3240	7.0438e+17
"Ο κυβερνήτης Alejandro GarcÃŒ_a Padilla είπε ότι ο ελπίδα του Προέδρου Γερουσιαστής Marco Rubio - â δεν είναι φίλος του Πουέρτο Ρίκο. ""Http://cb.pr/garcia-padilla-rubio-is-no-friend-of- puerto-rico / Ã ¥ ÃŠâ € ° Ã ›_ "	2/29/16 11:29	7285	3082	7.04343e+17
# Trump2016 #TrumpInstagram: https://instagram.com/p/BCYF4O6mhex/Ã¥ÃŠpic.twitter.com/BpKZcISeKi 	2/29/16 11:16	11802	5408	7.04339e+17
Χρηματοδοτώ την καμπάνια μου και δουλεύω μόνο για ΣΑΣ, τον αμερικανικό λαό!  # Trump2016 Βίντεο: https://www.facebook.com/DonaldTrump/videos/10156699675010725/Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/o0EB479uEF 	2/29/16 10:49	15415	5739	7.04333e+17
"""Η Χίλαρι θα μπορούσε να χάσει τον Τραμπ στη Δημοκρατική Νέα Υόρκη""  #MakeAmericaGreatAgain # Trump2016http: //nypost.com/2016/02/28/hillary-could-lose-to-trump-in-democratic-new-york/Ã¥ÃŠâ € "	2/29/16 10:17	10753	4416	7.04325e+17
Ελάτε μαζί μου στο Κολόμπους, Οχάιο αύριο!  #MakeAmericaGreatAgain # Trump2016https: //www.eventbrite.com/e/donald-j-trump-in-columbus-oh-tickets-22295028029Ã¥ÃŠâ € 	2/29/16 9:28	7268	2554	7.04312e+17
Ευχαριστώ Αμερική! Βγείτε και Ψηφίστε αύριο! # Trump2016 #MakeAmericaGreatAgain https://www.facebook.com/DonaldTrump/posts/10156700735560725Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/XKU8R5b8Lo 	2/29/16 7:43	10227	3889	7.04286e+17
Οι γιοι μου, ο Ντον και ο Έρικ, είναι τώρα στο @foxandfriends 7:35. Υπέροχα παιδιά, απολαύστε! 	2/29/16 7:36	7710	1570	7.04284e+17
Ευχαριστώ @SenatorSessions!  #MakeAmericaGreatAgain # Trump2016  https://www.facebook.com/DonaldTrump/posts/10156699096370725:0Ã¥ÃŠâ € 	2/28/16 20:09	11899	4598	7.04111e+17
ΕΥΧΑΡΙΣΤΩ ALABAMA! 32.000 υποστηρικτές απόψε. Βγείτε και Ψηφίστε την Τρίτη! ΘΑ ΚΑΝΟΥΜΕ ΤΗΝ ΑΜΕΡΙΚΗ ΜΕΓΑΛΥΤΕΡΑ! Pic.twitter.com/rOkldN7dat 	2/28/16 19:25	18104	7034	7.041e+17
Οι αστυνομικοί μας αξίζουν την εκτίμησή μας για την απίστευτη δουλειά που κάνουν. Βίντεο: https://www.facebook.com/DonaldTrump/videos/10156696078600725/Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/Z0XnapOu84 	2/28/16 17:02	14868	5421	7.04064e+17
Θα κάνω μια μεγάλη έκπληξη ανακοίνωση στο τεράστιο πλήθος που συγκεντρώθηκε στο Χάντσβιλ / Μάντισον Αλαμπάμα! Προσγείωση τώρα! # Τραμπ2016 	2/28/16 16:56	12571	3921	7.04063e+17
Phylis Schlafly: «Ο Μάρκος Ρούμπιο μας προδίδει όλους» http://mobile.wnd.com/2016/02/schlafly-unloads-on-rubio-he-betrayed-us-all/Ã¥ÃŠâ € ^^Ã›_ 	2/28/16 14:32	7223	3379	7.04026e+17
"Ο Μικρός Μάρκο Ρούμπιο αντιμετώπισε τους αξιωματικούς της Αμερικής ICE ""σαν απόλυτα σκουπίδια"" για να περάσει την αμνηστία του Ομπάμα. -συνεννόηση-λεπτομέρεια-marco-rubio-προδόθηκε / Ã ¥ ÃŠâ € ° Ã ›_ "	2/28/16 14:19	7709	3745	7.04023e+17
"Ο Μικρός Μάρκο Ρούμπιο έδωσε αμνηστία σε εγκληματίες αλλοδαπούς που είναι ένοχοι για ""σεξουαλικά αδικήματα"" ΝΤΡΟΠΗ! http://cis.org/vaughan/senate-bill-rewards-protects-lawbreakers-undermines-law-enforcementÃ¥ÃŠâ € ^^Ã›_ "	2/28/16 14:06	7730	3629	7.0402e+17
Ο Μικρός Μάρκο Ρούμπιο είναι ένας άλλος πολιτικός της Ουάσιγκτον που μιλάει χωρίς δράση. # RobotRubiopic.twitter.com / HJWJeoZn4o 	2/28/16 13:45	10813	4621	7.04015e+17
"""@ EmaGabi23: Ο Ρούμπιο ξανακάνει το σκάφος του των 80.000 $ που αγόρασε με χρήματα από το λόμπι και ισχυρίστηκε ότι προήλθε από την πώληση βιβλίων lol"" "	2/28/16 12:57	8294	3167	7.04003e+17
Ο ελαφρύς γερουσιαστής Marco Rubio ψηφίζει πολύ άσχημα στη Φλόριντα. Οι άνθρωποι δεν μπορούν να τον αντέξουν για να χάσουν τόσες πολλές ψήφους - κακή ηθική εργασίας! 	2/28/16 12:53	9041	3210	7.04001e+17
Ο Μικρός Μάρκο Ρούμπιο, ο ελαφρύς χωρίς συναυλία γερουσιαστής από τη Φλόριντα είναι απλά ένας άλλος πολιτικός της Ουάσιγκτον. Pic.twitter.com/NsLrHrqjdx 	2/28/16 12:50	13610	6206	7.04001e+17
Ο Mitt Romney δεν έδειξε τη φορολογική του δήλωση μέχρι τις 21 Σεπτεμβρίου 2012 και μετά μόνο αφού ταπεινώθηκε από τον Χάρι Ρ! Ένας κακός αγγελιοφόρος για το estab! 	2/28/16 12:47	7949	2909	7.04e+17
Όπως δήλωσα στη συνέντευξη τύπου την Παρασκευή σχετικά με τον David Duke- I disavow.pic.twitter.com/OIXFKPUlz2 	2/28/16 12:35	10804	5640	7.03997e+17
Γιατί οι άνθρωποι του Τέξας θα υποστήριζαν τον Τεντ Κρουζ όταν δεν έχει καταφέρει απολύτως τίποτα γι 'αυτούς. Είναι ένας άλλος λόγος, χωρίς δράση! 	2/28/16 11:47	11406	4281	7.03985e+17
#MakeAmericaGreatAgain # Trump2016https: //www.eventbrite.com/e/donald-j-trump-in-columbus-oh-tickets-22295028029Ã¥ÃŠâ € 	2/28/16 11:12	6578	2085	7.03976e+17
"Ο Μικρός Μάρκο Ρούμπιο, ο ελαφρύς γερουσιαστής χωρίς εκπομπή από τη Φλόριντα, πρόκειται να είναι η ""μαριονέτα"" των αδελφών Koch ιδιαίτερου ενδιαφέροντος. ΠΑΡΑΚΟΛΟΥΘΩ! "	2/28/16 11:07	9946	3775	7.03975e+17
Κάνοντας μια μεγάλη ομιλία στην Αλαμπάμα σήμερα. Τόσοι πολλοί άνθρωποι έπρεπε να μετακομίσουμε σε ένα γήπεδο ποδοσφαίρου! Ελα μαζί μας! 	2/28/16 7:58	12045	3761	7.03927e+17
Είμαι ο μόνος Ρεπουμπλικανός που θα έχει μεγάλο αριθμό Ντέμς και Ινδίες (crossover). Θα λάβω επίσης πολιτείες που δεν μπορούν να πάρουν άλλοι Ρεπουμπλικάνοι. 	2/28/16 7:43	13070	4294	7.03923e+17
Ενώ η Χίλαρι και εγώ και οι δύο κερδίσαμε τη Νότια Καρολίνα με μεγάλα περιθώρια, οι Repubs πήραν πολύ περισσότερες ψήφους με μια τεράστια αύξηση από τους προηγούμενους κύκλους. 	2/28/16 7:20	13590	4137	7.03918e+17
"Το Ρεπουμπλικανικό Ίδρυμα πιέζει τον ελαφρύ γερουσιαστή Μάρκο Ρούμπιο να πει οτιδήποτε για να ""χτυπήσει"" τον Τραμπ. Υπογράψαμε την υπόσχεση "	2/28/16 7:10	9267	3306	7.03915e+17
Ενώ ακούω ότι οι αδελφοί Koch αντιμετωπίζουν μεγάλο οικονομικό πρόβλημα (λάδι), λένε ότι έχουν επιλέξει τον μικρό Marco Rubio, το ελαφρύ από τη Φλόριντα 	2/28/16 6:28	8457	3278	7.03905e+17
"""@ ilduce2016: â € Ã› is Είναι καλύτερο να ζεις μια μέρα ως λιοντάρι από 100 χρόνια ως πρόβατο.â € Ã ›Â â € Ã› Ã ’@realDonaldTrump #MakeAmericaGreatAgain"" "	2/28/16 6:13	9903	4535	7.03901e+17
"""@ JimmyTheSaint09: @realDonaldTrump @RonnieMemo @ChrisChristie οτιδήποτε είναι καλύτερο από το @marcorubio"" "	2/28/16 5:56	4351	1160	7.03897e+17
"""@ fairess369: Είναι ένα θλιβερό σχόλιο, το μικρό αγόρι που δεν μπορεί να κερδίσει ο Μάρκος Ρούμπιο στην πολιτεία του. "	2/28/16 5:55	6550	2053	7.03896e+17
"""@sprivitor @realDonaldTrump Ο Μάρκος"" Αμνηστία ""Ο Ρούμπιο είναι ο πρώτος άνθρωπος της Αμνηστίας. http://www.nytimes.com/2016/02/28/us/politics/marco-rubio-pushed-for-immigration-reform-with -conservative-media.html? _r = 0Ã ¥ ÃŠâ € ° Ã ›_ #AlwaysTrump # Trump2016 #TrumpTrain "	2/28/16 5:54	4733	1943	7.03896e+17
"""@tiarardis: @FoxNews @realDonaldTrump @JudgeJeanine GO TRUMP"" "	2/28/16 5:49	4544	1276	7.03895e+17
"""@RonnieMemo: Ο DonaldTrump είναι ηγέτης. Είναι ένας επιτυχημένος άνθρωπος που, όπως και εγώ, δεν φοβάμαι να το πω όπως είναι."" Κυβερνήτης @ChrisChristie "	2/28/16 5:23	6356	1928	7.03888e+17
Πρέπει να διορθώσουμε το σπασμένο εκπαιδευτικό μας σύστημα! #StopCommonCore  #MakeAmericaGreatAgain  Βίντεο: https://www.facebook.com/DonaldTrump/videos/10156692264830725/Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/S8gQ6cibhC 	2/27/16 22:02	12289	4349	7.03777e+17
ΕΥΧΑΡΙΣΤΩ Αρκάνσας! Βγείτε & #VoteTrump την Τρίτη. Θα κάνουμε ΑΜΕΡΙΚΑΝΙΚΗ ΑΣΦΑΛΕΙΑ & ΜΕΓΑΛΗ ΑΛΛΗ! Pic.twitter.com/evoiSpn8PX 	2/27/16 21:13	10596	3516	7.03765e+17
Απίστευτα περήφανος για τον γιο μου @EricTrump και τις προσπάθειές του εκ μέρους του @StJude στο Μέμφις, TN. https://www.facebook.com/DonaldTrump/videos/10156691124655725/Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/ZgxukBnQ3k 	2/27/16 17:57	12082	3745	7.03716e+17
Ήταν τιμή να είμαι ο Μεγάλος Μάρσαλ - στην παρέλαση χαιρετισμού προς το Ισραήλ το 2004. pic.twitter.com/G7G6HFP0Dh 	2/27/16 17:40	12502	4496	7.03711e+17
Μόλις είδα τον ελαφρύ Marco Rubio να λέει ψέματα σε ένα μικρό πλήθος για το παρελθόν μου δίσκο. Δεν είναι τόσο έξυπνος όσο ο Κρουζ, και μπορεί να είναι ακόμη μεγαλύτερος ψεύτης 	2/27/16 16:20	14174	4835	7.03691e+17
Το # RogerStone μόλις απαγορεύτηκε από το @CNN - η απώλεια τους! Σκληρός, πιστός άντρας. 	2/27/16 12:11	7352	2746	7.03629e+17
Ξεκίνησα την επιχείρησή μου με πολύ λίγα και την έχτισα σε μια εξαιρετική εταιρεία, με μερικά από τα καλύτερα ακίνητα στον κόσμο. Φοβερο! 	2/27/16 11:08	13484	3850	7.03613e+17
Εύχομαι μόνο ο υπέροχος πατέρας μου, ο Φρεντ, μου έδωσε 200 εκατομμύρια δολάρια για να ξεκινήσω την επιχείρησή μου, όπως λέει ο ελαφρύς Rubio. Δεν το έκανε - συνολική κατασκευή! 	2/27/16 11:04	13140	4099	7.03612e+17
Διασκεδαστικό να βλέπω τους Δημοκρατικούς να εργάζονται τόσο σκληρά για να κερδίσουν τη μεγάλη Πολιτεία της Νότιας Καρολίνας όταν μόλις κέρδισα τη Ρεπουμπλικανική έκδοση - καταπληκτικοί άνθρωποι! 	2/27/16 10:49	10009	2436	7.03608e+17
Αυτοχρηματοδοτώ την καμπάνια μου και επομένως δεν ελέγχομαι από τους εκπροσώπους ομάδων συμφερόντων και τα ειδικά ενδιαφέροντα όπως το ελαφρύ Rubio ή το Ted Cruz! 	2/27/16 10:25	17992	6100	7.03602e+17
Οι φορολογικοί εμπειρογνώμονες σε όλα τα μέσα ενημέρωσης συμφωνούν ότι κανένα λογικό άτομο δεν θα έδινε τις φορολογικές του δηλώσεις κατά τη διάρκεια ενός ελέγχου. Μετά τον έλεγχο, κανένα πρόβλημα! 	2/27/16 10:20	10208	3068	7.03601e+17
Έχω ελεγχθεί άδικα από το I.R.S. σχεδόν κάθε χρόνο. Έχω πλούσιους φίλους που δεν ελέγχονται ποτέ. Αναρωτιέμαι γιατί? 	2/27/16 10:12	9184	2603	7.03599e+17
"""@NeilTurner_: @realDonaldTrump Υπάρχει μόνο ένας πραγματικός υποψήφιος και είστε εσείς! Οι δωρητές ελέγχουν τους άλλους υποψηφίους! #VoteTrump"" Σας ευχαριστώ. "	2/27/16 10:05	6902	2019	7.03597e+17
Θα είμαι στο @foxandfriends στις 8:30 π.μ. Θα μιλάω για τον ελαφρύ Μάρκο Ρούμπιο και για τον ψέμα του Τεντ Κρουζ! 	2/27/16 8:08	7579	1971	7.03567e+17
"""@SassyPantsjj: Δημοσκόπηση δημοσίου του Μίτσιγκαν 2/24/2016 Trump 35,5 Rubio 15,0 Cruz 14,3 Kasich 12,8 Carson 8,3 @realDonaldTrump"" Ουάου! "	2/27/16 7:47	6334	1921	7.03562e+17
Ευχαριστώ πάστορα Robert Jeffress! #MakeAmericaGreatAgain # Trump2016pic.twitter.com / ndKu8m8RY2 	2/27/16 0:06	10914	4537	7.03446e+17
"""@JerryJrFalwell: Η πλειοψηφία των ευαγγελικών πιστεύουν ότι το @realDonaldTrump είναι καλύτερα εξοπλισμένο για να σώσει τη χώρα. #Greta"" "	2/26/16 23:58	7910	2768	7.03444e+17
"""@itsblakec: @realDonaldTrump Ο Τραμπ είναι ιδιοφυΐα. Ο Ρούμπιο και ο Κρουζ δεν είναι. Θέλω ένα λαμπρό μυαλό να διευθύνει αυτή τη χώρα."" "	2/26/16 23:53	7755	2269	7.03443e+17
"""@donnieboysmith: @realDonaldTrump σε αντίθεση με τον Rubio και τον Cruz μοιάζεις με έναν γίγαντα. Φαίνονται τρομερά αδύναμοι"" Ευχαριστώ! "	2/26/16 22:08	7362	1983	7.03416e+17
Τι θα έκανα την πρώτη μου μέρα στο γραφείο. #MakeAmericaGreatAgain  Δείτε: https://www.facebook.com/DonaldTrump/videos/10156689716915725/Ã¥ÃŠâ € 	2/26/16 21:08	10308	4033	7.03401e+17
Ευχαριστώ Τέξας! 10.000 καταπληκτικά  υποστηρικτές! # Τραμπ2016  # MakeAmericaGreatAgainpic.twitter.com / T2cBdktPbp 	2/26/16 16:34	12301	4314	7.03332e+17
Ποτέ μην τους αφήσετε να σας ιδρώσουν! Pic.twitter.com/qygVFf6JFF 	2/26/16 16:11	21366	9623	7.03327e+17
Σας ευχαριστούμε για την υποστήριξή σας &  φιλία- Κυβερνήτης @ChrisChristie!  #MakeAmericaGreatAgain # Trump2016pic.twitter.com / jVI6Q6JH18 	2/26/16 16:07	19320	6376	7.03325e+17
Δεν τους αρέσει ο Ρούμπιο στη Φλόριντα - τους άφησε ψηλά και στεγνά. Δεν εμφανίζεται καν για ψήφους! 	2/26/16 15:52	11103	3628	7.03322e+17
Ο ελαφρύς Marco Rubio δούλευε σκληρά χθες το βράδυ. Το πρόβλημα είναι, είναι τσοκ, και κάποτε τσοκ, πάντα τσοκ! Κ. Meltdown 	2/26/16 11:38	14387	4944	7.03258e+17
Ουάου, κάθε δημοσκόπηση είπε ότι κέρδισα τη συζήτηση χθες το βράδυ. Μεγάλη τιμή! 	2/26/16 11:17	14678	3830	7.03253e+17
Το ελαφρύ choker Marco Rubio μοιάζει με ένα μικρό αγόρι στη σκηνή. Όχι προεδρικό υλικό! 	2/26/16 11:16	12161	4020	7.03252e+17
Το Lying Ted Cruz και ο ελαφρύς choker, Marco Rubio συνεργάστηκαν χθες το βράδυ σε μια τελευταία προσπάθεια να σταματήσουν το μεγάλο μας κίνημα. Απέτυχαν! 	2/26/16 11:15	15246	5000	7.03252e+17
Θα βρίσκεται στο Συνεδριακό Κέντρο Fort Worth (Τέξας) στις 11:30 π.μ. Μεγάλο πλήθος - φτάστε εκεί νωρίς! Θα γίνει μεγάλη ανακοίνωση! 	2/26/16 11:07	8024	2445	7.0325e+17
Γιατί ο λαός της Φλόριντα θα ψηφίσει τον Μάρκο Ρούμπιο όταν τους εξαπάτησε, συμφωνώντας να τους εκπροσωπήσει ως γερουσιαστές τους και μετά να το παραιτηθεί! 	2/26/16 9:49	11610	3971	7.0323e+17
Έχετε μια καλή ευκαιρία να κερδίσετε το Τέξας την Τρίτη. Ο Κρουζ είναι ένας άσχημος τύπος, δεν υποστηρίζει τη Γερουσία και, παρά τη συζήτηση, δεν κάνει τίποτα. Ηττημένος! 	2/26/16 9:02	15618	4871	7.03219e+17
Θα μιλήσω στις 12:00 στο Fort Worth του Τέξας. Αναμενόταν πραγματικά μεγάλο πλήθος. Θα μιλήσω για τη συζήτηση χθες το βράδυ-συν, συν! 	2/26/16 8:56	8894	2447	7.03217e+17
"""@WaltSeher: @realDonaldTrump @ morg25016893 @eventbrite yup 200 Πολωνοί μετανάστες προσλήφθηκαν από τον εργολάβο του όχι τον Τραμπ"" "	2/26/16 7:30	6263	2031	7.03195e+17
"""@ MJP1370: Ο @realDonaldTrump Cruz μιλάει για τη Χίλαρι όλη την ώρα γιατί ξέρει ότι δεν μπορεί να σας νικήσει! Ο Τραμπ θα κερδίσει το Τέξας!"" "	2/26/16 7:29	6101	1603	7.03195e+17
"""@ donell27743094: Ο @realDonaldTrump Trump κέρδισε τη συζήτηση. Ο αηδιαστικός Ρούμπιο είπε"" peed ""- είναι ακόμα στο γυμνάσιο."" "	2/26/16 7:29	6202	1632	7.03195e+17
"""@tdltdltdltdl: Ο Μάρκο Κρουζ και ο Τεντ Ρούμπιο (εύκολο να μπερδέψουν τους δύο πολιτικούς) έμοιαζαν με απελπισμένους, πανικοβλημένους εμπνευσμένους απόψε"" "	2/26/16 7:28	7426	2284	7.03195e+17
"""@SkylerDeckard: @realDonaldTrump"" αυτό οφείλεται στο γεγονός ότι δεν έχετε προσλάβει ποτέ κανέναν να κάνει δουλειά πριν από τη ""αγαπημένη γραμμή από τη συζήτηση του Tonights."" "	2/26/16 7:27	6490	1751	7.03195e+17
"""@restorereality: Απόψε αποδείξατε στην Αμερική ότι είστε η πραγματική διαπραγμάτευση. Πήρατε φωτιά από όλες τις πλευρές, μείνατε συντηρημένοι, επέστρεψε φωτιά και ΚΟΝΤΑΣ! "	2/26/16 7:25	8328	2394	7.03194e+17
"""@ Slytle24: @davidaxelrod @realDonaldTrump @CNN κέρδισε σχεδόν όλες τις δημοσκοπήσεις και ο Mark Halperin του έδωσε ένα A- "	2/26/16 2:38	5363	1512	7.03122e+17
"""@ Indies4Trump: Ψηφίστε νωρίς στο #LoneStarState #SuperTuesday @realDonaldTrump θα #MakeAmericaGreatAgain http://fb.me/94mfDU7t8Ã¥ÃŠ"" "	2/26/16 2:34	4730	1469	7.03121e+17
"""@ morg25016893: @eventbrite Επίσης, όλα τα πράγματα που χρησιμοποιούσε ο Rubio & Cruz για επιτυχίες, απλά μικροσκοπικά. Τραμπ, σαφώς το μόνο με όλες τις δεξιότητες."" "	2/26/16 2:33	5579	1554	7.03121e+17
Μεγάλη μέρα στο Τέξας αύριο! Έχοντας ράλι στο Φορτ Γουόρθ. Υπέροχο πλήθος. Θα είναι συναρπαστικό! # Trump2016https: //www.eventbrite.com/e/donald-j-trump-in-fort-worth-tx-tickets-22060100354Ã¥ÃŠâ € ^^Ã ›_ 	2/26/16 1:55	7077	2236	7.03111e+17
Όλες οι διαδικτυακές δημοσκοπήσεις με έχουν κερδίσει τη συζήτηση. Μου άρεσε πολύ το βράδυ. Δεν είναι εύκολο, αλλά καλό.http: //thehill.com/blogs/ballot-box/presidential-races/270873-trump-leads-post-debate-online-pollsÃ¥ÃŠâ € 	2/26/16 1:54	7352	2245	7.03111e+17
#MakeAmericaGreatAgain # Trump2016pic.twitter.com/FvIUXMkrjj 	2/26/16 1:52	6865	2648	7.0311e+17
Ευχαριστώ! #GOPDebate Δημοσκοπήσεις  # MakeAmericaGreatAgainpic.twitter.com / At5vOiLCSy 	2/26/16 1:49	8479	3328	7.0311e+17
#MakeAmericaGreatAgain! Https: //twitter.com/markhalperin/status/703082293091569664Ã¥ÃŠâ € ^^Ã ›_ 	2/26/16 1:08	4583	1391	7.03099e+17
Ευχαριστώ! Θα κάνουμε την Αμερική πολύ ξανά! # Trump2016pic.twitter.com / aht7wYVIUg 	2/26/16 0:53	8557	3160	7.03095e+17
Ο αποτυχημένος προεδρικός υποψήφιος @MittRomney αναγκάστηκε να μοιάζει ανόητος από τον γερουσιαστή Χάρι Ριντ και δεν κυκλοφόρησε τις φορολογικές του δηλώσεις μέχρι τις 21/9/12. 	2/26/16 0:40	6915	2422	7.03092e+17
ΕΥΧΑΡΙΣΤΩ!  #MakeAmericaGreatAgain # Trump2016  https://www.facebook.com/DonaldTrump/posts/10156687171790725:0Ã¥ÃŠâ € ^^Ã›_pic.twitter.com/0JCjfbcpJZ 	2/25/16 17:16	12056	4515	7.0298e+17
FMR PRES του Μεξικού, η Vicente Fox χρησιμοποίησε φρικτά τη λέξη F όταν συζητούσε στον τοίχο. Πρέπει να ζητήσει συγγνώμη! Αν το έκανα αυτό θα υπήρχε αναταραχή! 	2/25/16 15:27	16084	5109	7.02953e+17
Νωρίς ο Τεντ Κρουζ είπε ότι αν δεν κερδίσει τη Νότια Καρολίνα, τελειώνει. Δεν κέρδισε- και έχασε από εμένα σε κατολίσθηση! 	2/25/16 13:58	10891	3375	7.02931e+17
Ευχαριστώ Ιλλινόις! # Trump2016pic.twitter.com / Ol0u2Krkwc 	2/25/16 12:49	8824	3280	7.02913e+17
Ελάτε μαζί μου στην Οκλαχόμα αύριο το βράδυ!  #MakeYoutubeGreatAgain # Trump2016https: //www.eventbrite.com/e/donald-j-trump-in-oklahoma-city-tickets-22063276855Ã¥ÃŠâ € 	2/25/16 12:41	8631	3274	7.02911e+17
Θα κάνω αυτό που το @MittRomney δεν μπόρεσε να κάνει - ΚΕΡΔΙΣΤΕ! 	2/25/16 11:44	15346	6063	7.02897e+17
ΑΦΗΣΤΕ ΤΗΝ ΑΜΕΡΙΚΗ ΜΕΓΑΛΗ ΑΛΛΗ!  Πρόγραμμα και εισιτήρια: http://www.donaldjtrump.com/scheduleÃ¥ÃŠpic.twitter.com/GUQo1TMsMo 	2/25/16 11:41	7137	2835	7.02896e+17
Υπογραφή μιας πρόσφατης δήλωσης φόρου - δεν είναι αυτό γελοίο; pic.twitter.com/UdwqF4iZIZ 	2/25/16 11:35	16983	6439	7.02895e+17
Ακριβώς για τις πληροφορίες σας, οι φορολογικές δηλώσεις έχουν 0 να κάνουν με την καθαρή αξία κάποιου. Έχω ήδη καταθέσει τις οικονομικές μου καταστάσεις με το FEC. Είναι τέλειοι! 	2/25/16 11:22	10253	3410	7.02891e+17
